Date,Location,New Cases,New Deaths,New Recovered,Total Deaths,Total Recovered,Total Active Cases,Province,Total Regencies,Total Urban Villages,Total Rural Villages,Population,Scored Probabilities_Aceh,Scored Probabilities_Bali,Scored Probabilities_Banten,Scored Probabilities_Bengkulu,Scored Probabilities_DKI Jakarta,Scored Probabilities_Daerah Istimewa Yogyakarta,Scored Probabilities_Indonesia,Scored Probabilities_Jambi,Scored Probabilities_Jawa Barat,Scored Probabilities_Jawa Tengah,Scored Probabilities_Jawa Timur,Scored Probabilities_Kalimantan Barat,Scored Probabilities_Kalimantan Selatan,Scored Probabilities_Kalimantan Tengah,Scored Probabilities_Kalimantan Timur,Scored Probabilities_Kalimantan Utara,Scored Probabilities_Kepulauan Bangka Belitung,Scored Probabilities_Kepulauan Riau,Scored Probabilities_Lampung,Scored Probabilities_Maluku,Scored Probabilities_Maluku Utara,Scored Probabilities_Nusa Tenggara Barat,Scored Probabilities_Nusa Tenggara Timur,Scored Probabilities_Papua,Scored Probabilities_Papua Barat,Scored Probabilities_Riau,Scored Probabilities_Sulawesi Barat,Scored Probabilities_Sulawesi Selatan,Scored Probabilities_Sulawesi Tengah,Scored Probabilities_Sulawesi Tenggara,Scored Probabilities_Sulawesi Utara,Scored Probabilities_Sumatera Barat,Scored Probabilities_Sumatera Selatan,Scored Probabilities_Sumatera Utara,Scored Labels
2020-06-24,Bengkulu,0,0,1,10,73,35,Bengkulu,9,172.0,1341.0,1999539,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bengkulu
2021-06-20,Sumatera Utara,108,1,124,1146,30483,2663,Sumatera Utara,25,693.0,5417.0,14874889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sumatera Utara
2020-09-26,Jawa Timur,269,17,344,3505,36429,2319,Jawa Timur,29,777.0,7724.0,40479023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jawa Timur
2020-12-16,Kalimantan Tengah,0,0,0,197,4881,3041,Kalimantan Tengah,13,139.0,1432.0,2570289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Tengah
2020-07-21,Sumatera Barat,8,0,7,33,735,68,Sumatera Barat,12,230.0,928.0,5519245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sumatera Barat
2020-06-18,Riau,6,0,1,8,115,13,Riau,10,268.0,1591.0,6074100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riau
2021-04-08,Kepulauan Bangka Belitung,95,0,134,165,9054,765,Kepulauan Bangka Belitung,6,82.0,309.0,1379767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepulauan Bangka Belitung
2021-03-27,Sumatera Barat,110,1,64,680,29558,1111,Sumatera Barat,12,230.0,928.0,5519245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sumatera Barat
2020-09-11,Aceh,145,2,2,85,512,1806,Aceh,18,0.0,6497.0,5247257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aceh
2021-05-30,Sumatera Barat,269,15,188,992,39988,3147,Sumatera Barat,12,230.0,928.0,5519245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sumatera Barat
2020-12-21,Kalimantan Utara,99,0,0,35,1527,1343,Kalimantan Utara,4,35.0,447.0,648407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Utara
2021-05-28,Jawa Timur,246,19,206,11278,140910,1872,Jawa Timur,29,777.0,7724.0,40479023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jawa Timur
2021-04-28,Kalimantan Utara,21,0,11,187,10989,547,Kalimantan Utara,4,35.0,447.0,648407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Utara
2020-11-11,Sulawesi Selatan,168,0,86,471,17021,1532,Sulawesi Selatan,21,792.0,2255.0,9426885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Sulawesi Selatan
2021-03-25,Sumatera Barat,111,0,123,679,29448,997,Sumatera Barat,12,230.0,928.0,5519245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sumatera Barat
2021-06-25,Kepulauan Bangka Belitung,68,2,74,324,19535,755,Kepulauan Bangka Belitung,6,82.0,309.0,1379767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepulauan Bangka Belitung
2020-09-25,Nusa Tenggara Timur,21,0,0,6,242,140,Nusa Tenggara Timur,21,327.0,3026.0,5411321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nusa Tenggara Timur
2021-02-27,Sumatera Barat,81,0,95,643,26922,1533,Sumatera Barat,12,230.0,928.0,5519245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sumatera Barat
2020-08-12,Sumatera Selatan,43,2,1,229,2399,1150,Sumatera Selatan,13,387.0,2853.0,8217551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sumatera Selatan
2020-07-30,Kalimantan Utara,12,0,0,3,214,63,Kalimantan Utara,4,35.0,447.0,648407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Utara
2021-05-13,Sulawesi Selatan,2,0,5,935,60456,311,Sulawesi Selatan,21,792.0,2255.0,9426885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Sulawesi Selatan
2021-03-04,Sumatera Utara,136,2,116,848,21674,2543,Sumatera Utara,25,693.0,5417.0,14874889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sumatera Utara
2021-05-10,Kalimantan Timur,92,2,125,1679,66856,1138,Kalimantan Timur,7,197.0,841.0,3552191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Timur
2021-01-20,Bengkulu,20,1,0,136,3948,229,Bengkulu,9,172.0,1341.0,1999539,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bengkulu
2020-10-30,Sulawesi Selatan,43,1,99,463,16338,1490,Sulawesi Selatan,21,792.0,2255.0,9426885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Sulawesi Selatan
2020-09-21,Aceh,99,2,366,135,1669,1890,Aceh,18,0.0,6497.0,5247257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aceh
2020-07-17,Kalimantan Tengah,58,2,30,75,683,566,Kalimantan Tengah,13,139.0,1432.0,2570289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Tengah
2021-05-10,Maluku Utara,0,0,2,120,4221,93,Maluku Utara,8,118.0,1063.0,1307803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maluku Utara
2021-06-09,Sumatera Utara,93,5,88,1083,29307,2425,Sumatera Utara,25,693.0,5417.0,14874889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sumatera Utara
2020-09-27,Kalimantan Barat,11,1,9,9,789,159,Kalimantan Barat,12,99.0,2031.0,5422814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Barat
2020-11-01,Sumatera Utara,91,3,72,537,10786,1868,Sumatera Utara,25,693.0,5417.0,14874889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sumatera Utara
2020-10-04,Kalimantan Selatan,59,1,97,427,9087,1107,Kalimantan Selatan,11,144.0,1864.0,4023049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Selatan
2021-06-03,Sulawesi Barat,9,0,0,121,5361,36,Sulawesi Barat,6,73.0,575.0,1559984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sulawesi Barat
2021-04-04,Kalimantan Tengah,92,2,42,396,14309,2884,Kalimantan Tengah,13,139.0,1432.0,2570289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Tengah
2020-08-29,Maluku Utara,0,0,18,65,1581,194,Maluku Utara,8,118.0,1063.0,1307803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maluku Utara
2020-12-25,Sulawesi Barat,7,0,2,30,1481,318,Sulawesi Barat,6,73.0,575.0,1559984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sulawesi Barat
2020-10-22,Lampung,40,2,23,57,937,466,Lampung,13,205.0,2435.0,9095591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lampung
2020-11-16,Kalimantan Selatan,22,2,46,503,11413,627,Kalimantan Selatan,11,144.0,1864.0,4023049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Selatan
2020-12-08,Kalimantan Utara,36,3,0,24,1098,795,Kalimantan Utara,4,35.0,447.0,648407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Utara
2021-06-07,Kalimantan Timur,40,7,87,1745,69531,878,Kalimantan Timur,7,197.0,841.0,3552191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Timur
2021-02-25,Sumatera Barat,83,0,133,642,26690,1588,Sumatera Barat,12,230.0,928.0,5519245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sumatera Barat
2020-11-18,Jambi,27,0,37,33,1029,429,Jambi,9,163.0,1399.0,3493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jambi
2020-10-11,Kalimantan Selatan,75,1,79,440,9606,983,Kalimantan Selatan,11,144.0,1864.0,4023049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Selatan
2021-04-28,Riau,479,11,271,1061,37642,4474,Riau,10,268.0,1591.0,6074100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riau
2021-02-19,Maluku,27,1,52,104,6032,684,Maluku,9,35.0,1198.0,1847097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maluku
2021-04-28,Nusa Tenggara Timur,31,0,12,366,12482,1383,Nusa Tenggara Timur,21,327.0,3026.0,5411321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nusa Tenggara Timur
2020-05-09,Sulawesi Utara,6,1,0,5,17,31,Sulawesi Utara,11,332.0,1507.0,2641884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sulawesi Utara
2021-03-17,Sumatera Barat,135,4,66,672,28717,1026,Sumatera Barat,12,230.0,928.0,5519245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sumatera Barat
2021-02-15,Sulawesi Barat,14,0,12,92,2911,1880,Sulawesi Barat,6,73.0,575.0,1559984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sulawesi Barat
2021-03-06,Maluku Utara,12,0,19,113,3455,484,Maluku Utara,8,118.0,1063.0,1307803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maluku Utara
2021-07-05,Kalimantan Barat,101,50,205,369,13842,1475,Kalimantan Barat,12,99.0,2031.0,5422814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Barat
2020-05-18,Jambi,1,0,0,0,4,77,Jambi,9,163.0,1399.0,3493357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jambi
2021-06-04,Nusa Tenggara Barat,77,5,55,461,9217,2627,Nusa Tenggara Barat,8,145.0,995.0,5270247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nusa Tenggara Barat
2020-09-02,Maluku Utara,5,0,0,66,1581,224,Maluku Utara,8,118.0,1063.0,1307803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maluku Utara
2020-09-02,Banten,70,0,30,136,2516,311,Banten,4,313.0,1238.0,10722374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banten
2020-10-27,Kepulauan Riau,103,0,0,91,2532,980,Kepulauan Riau,5,142.0,275.0,1929400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepulauan Riau
2020-08-02,Sumatera Barat,9,0,8,34,796,127,Sumatera Barat,12,230.0,928.0,5519245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sumatera Barat
2020-07-03,Sulawesi Utara,19,4,14,101,233,844,Sulawesi Utara,11,332.0,1507.0,2641884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sulawesi Utara
2020-12-25,Papua Barat,42,0,7,100,5289,515,Papua Barat,12,95.0,1742.0,1140701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Papua Barat
2020-09-27,Kalimantan Utara,6,0,2,5,450,114,Kalimantan Utara,4,35.0,447.0,648407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Utara
2021-03-28,Sulawesi Tengah,18,0,58,294,9960,856,Sulawesi Tengah,12,175.0,1842.0,2955567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Sulawesi Tengah
2020-10-04,Kalimantan Utara,7,1,4,6,528,69,Kalimantan Utara,4,35.0,447.0,648407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalimantan Utara
2021-06-25,Sulawesi Barat,5,0,1,121,5459,152,Sulawesi Barat,6,73.0,575.0,1559984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sulawesi Barat
2021-05-30,Sulawesi Tengah,14,0,2,365,12257,271,Sulawesi Tengah,12,175.0,1842.0,2955567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Sulawesi Tengah
2020-11-22,Papua Barat,46,1,53,81,4361,527,Papua Barat,12,95.0,1742.0,1140701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Papua Barat
2021-04-02,Aceh,9,0,6,397,8086,1429,Aceh,18,0.0,6497.0,5247257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aceh
2021-04-02,Kepulauan Bangka Belitung,46,0,64,157,8575,778,Kepulauan Bangka Belitung,6,82.0,309.0,1379767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepulauan Bangka Belitung
